name,appearance,original_habitat,modern_location,source_excerpt,source_translation,abilities,symbolism,category,mountain_location,chapter
后稳,有山和水环绕,氏人国西边,青海省;四川省,后稳的莫所，有山和水环绕着它,后稳的居所被山水环绕,未知,未知,未知,西,未知
流黄娜氏国,方圆大约三百里，有道路通四方,后稳匡所,云南省;四川省,流黄娜氏国，又叫流黄辛氏国，方圆大约三百里，有道路通四方,流黄娜氏国方圆三百里，道路四通八达,未知,未知,未知,未知,未知
凤凰,头上顶着蛇，足下踩着蛇，胸前挂着红屹,昆仑山,昆仑山脉,"开明 兽 的 西边 有 凤凰 和 弯 鸟 ,它们 的 头 上 都 顶 着 蛇 ， 足 下 踩 着 蛇 ， 胸 且 上 挂 着 红 屹",凤凰头上顶着蛇，足下踩着蛇，胸前挂着红屹,无,祥瑞之鸟,鸟类,西,海内西经
离朱乌,无具体描述,昆仑山,昆仑山脉,还 有 离 朱 乌,还有离朱乌,无,无,鸟类,北,海内西经
树乌,长着六个脑袋,昆仑山,昆仑山脉,开明 兽 的 南边 有 树 乌 一 一 或 者 又 叫 园 乌 ， 长 着 六 个 脑袋,开明兽的南边有树乌，长着六个脑袋,无,无,鸟类,南,海内西经
寞谋,蛇的身子，人的脸,昆仑山,昆仑山脉,寞 谋 这 位 天 神 ， 是 蛇 的 身子 ， 人 的 脸,寞谋是蛇身人面的天神,无,天神,混合形态或超自然生物,未知,海内西经
三青鸟,无具体描述,昆仑山,昆仑山脉,其 南 有 三 青鸟 ， 为 西 王 母 取 食,西王母南边有三青鸟，为她取食,无,无,鸟类,南,海内北经
大行伯,无具体描述,昆仑山,昆仑山脉,有 人 日 大 行 伯,有人名叫大行伯,无,无,混合形态或超自然生物,北,海内北经
犬封国,状如犬,犬封国,青海省,犬封国日犬戎国，状如犬,犬封国的人像狗,无,象征犬戎族,混合形态或超自然生物,东,海外经
吉量,编身朱央，目若黄金,犬封国,青海省;甘肃省,有文马与，编身朱央，目若黄金，名目吉量，乘之寿千岁,吉量马，骑它能活千岁,乘之寿千岁,象征长寿,兽类,东,海外经
鬼国,人面而一目,鬼国,陕西省;甘肃省,鬼国在起负之尸北，为物人面而一目,鬼国的人脸上一只眼,无,象征鬼怪,混合形态或超自然生物,北,海外经
吉负神,人面蛇身,吉负神,未知,一上吉负神在其东，为物人面蛇身,吉负神是人面蛇身,无,象征神灵,混合形态或超自然生物,东,海外经
几犬,如犬，青色,几犬,未知,几犬如犬，青色，食人从首始,几犬像狗，青色，吃人从头开始,食人,象征凶兽,兽类,北,海外经
大蜂,其状如筷,大蜂,未知,大蜂，其状如筷,大蜂形状像筷子,无,象征昆虫,混合形态或超自然生物,东,海外经
朱蛾,其状如蛾,朱蛾,四川省;云南省,朱蛾，其状如蛾,朱蛾形状像蛾,无,象征昆虫,混合形态或超自然生物,东,海外经
蜂,其为人虎文，肥有管,蜂,未知,蜂，其为人虎文，肥有管,蜂是人形，有虎纹，肥胖有管,无,象征昆虫,混合形态或超自然生物,东,海外经
阅非,人面而兽身，青色,阅非,未知,阅非，人面而兽身，青色,阅非是人面兽身，青色,无,象征怪物,混合形态或超自然生物,未知,海外经
据比之尸,其为人折颈被发，无一手,据比之尸,青海省;山东省,据比之尸，其为人折颈被发，无一手,据比之尸是折颈披发，少一只手,无,象征死亡,混合形态或超自然生物,未知,海外经
环狗,其为人兽首人身,环狗,未知,环狗，其为人兽首人身,环狗是兽头人身,无,象征怪物,混合形态或超自然生物,未知,海外经
袜,其为人身黑首从目,袜,未知,袜，其为人身黑首从目,袜是人身黑头，眼睛竖着,无,象征怪物,混合形态或超自然生物,未知,海外经
戎局,其为人人首三角,戎局,未知,戎局，其为人人首三角,戎局是人头三角,无,象征怪物,混合形态或超自然生物,未知,海外经
骆,大若虎，五采毕具，尾长于身,林氏国,河南省;山东省,林氏国有珍兽，大若虎，五采毕具，尾长于身，名目骆,林氏国有珍兽骆，像虎，五彩，尾长,乘之日行千里,象征神兽,兽类,南,海外经
冰夷,人面，乘两龙,从极之渊,黑龙江省,冰夷人面，乘两龙,冰夷是人面，骑两龙,乘两龙,象征水神,混合形态或超自然生物,未知,海外经
青鸟,赤首黑目,三危之山,甘肃省,有三青岛，赤首黑目，一名大笋，一名少笋，一名青岛,有三只青鸟，红头黑眼，分别叫大笋、少笋和青岛,善飞;为西王母取食,西王母使;者吉祥之,鸟类,西,西次三经
三足鸟,未知,未知,未知,又有三足鸟主给使,还有三足鸟负责供使,未知,未知,鸟类,未知,未知
三足乌,三足乌鸦,西王母居所,青海省,有三足神乌，为西王母取食,三足乌鸦为西王母取食,为西王母取食,神使,鸟类,西,海内经
贰负之臣,被反缚两手，系于山上木,朴属之山,山西省,反缚两手，系之山上木,贰负之臣被反缚于山上,无,受罚者,混合形态或超自然生物,西,海内经
白犬,白犬二头,大荒北,内蒙古自治区;黑龙江省,黄帝之后卞明生白犬二头，自相牝牡，遂为此国,白犬自相繁衍，形成狗国,自相繁衍,神话起源,兽类,北,大荒经
诸比,折颈被发，无一手,凉风之所生,青海省;甘肃省,诸比，凉风之所生也。高诱注：诸比，天神也。,诸比是天神，生于凉风之地。,天神;战斗,战斗与牺牲,混合形态或超自然生物,未知,未知
戎,人首三角,未知,甘肃省;陕西省,戎，其为人人首三角,戎是人首三角的生物。,未知,神秘与力量,混合形态或超自然生物,未知,未知
林氏国,未知,未知,青海省,昔有林氏召离戎之君而朝之,林氏国曾召离戎之君朝见。,政治权力;争权,权力与灭亡,未知,未知,未知
骆吾,耳如虎，尾长于身，食虎豹,昆仑虚南,青海省,夹林疯耳，耳着若虎，尾参于身，食虎豹,骆吾耳如虎，尾长于身，食虎豹,食虎豹,凶猛,兽类,南,山经
河伯,人面鱼身，乘两龙,阳汪之山、凌门之山,青海省;山西省;山东省,河伯人面，乘两龙。又曙人面鱼身。,河伯是人面鱼身，乘两龙。,乘两龙;掌控河水,水神,混合形态或超自然生物,未知,山经
王亥,尸分为八，合于'效有二首六身',未知,河南省,王亥惨杀改，系尸分为八，合于'效有二首六身',王亥被杀后，尸体被分成八部分,无,古代民间传说,混合形态或超自然生物,未知,未知
登比氏,未知,未知,山东省;云南省,妻之以媳，腾之以娥,登比氏是娥旦、女英之一,无,古代妃子,混合形态或超自然生物,未知,海内经
消明、烛光,二女，以能光照,河大泽,河南省;山东省,二女之灵能照此所方百里,二女神光能照亮方圆百里,光照,光明女神,混合形态或超自然生物,未知,海内经
盖国,未知,盖马大山之东,朝鲜半岛,东沃诅在高句丽盖马大山之东,盖国位于盖马大山之东,无,古代国家,混合形态或超自然生物,东,海内经
倭,以女为主，露纷，衣服无针功，以丹朱涂身,带方东大海内,日本,倭国在带方东大海内，以女为主,倭国位于带方东大海内，以女性为主,无,古代国家,混合形态或超自然生物,东,海内经
三青乌,猛勇劲健、多力善飞,昆仑山北方,青海省,南边有三只猛勇劲健、多力善飞的青岛，正在四下里为西王母现取食物,三青乌为西王母取食,多力善飞,忠诚,鸟类,北,海内经
蜂犬,形状像犬，浑身青色,昆仑虚北边,青海省,蜂犬的形状像犬，浑身青色，吃人从脑袋开始,蜂犬外形像狗，青色，吃人从头开始,吃人,凶恶,兽类,北,山经
红蚂蚁,形状像普通蚂蚁，身体大得像象,昆仑虚北边,青海省,红蚂蚁，形状像普通的蚂蚁，可是身体大得像象,红蚂蚁外形像蚂蚁，体型巨大,未知,巨大,混合形态或超自然生物,北,山经
蠕,人身上有老虎斑纹，足上有健劲的筋,穷奇的东边,青海省;甘肃省,蠕，这种人身上有着老虎的斑纹，足上有健劲的筋,蠕外形像人，有虎纹，足筋强健,未知,强壮,混合形态或超自然生物,东,山经
阐非,人的脸，兽的身子，浑身青色,昆仑虚北边,青海省,阐非，人的脸，兽的身子，浑身青色,阐非人面兽身，青色,未知,神秘,混合形态或超自然生物,北,山经
据比尸,折断颈子，披散头发，没有手,昆仑虚北边,青海省,据比尸，模样是折断了颈子，披散着头发，连一只手也没有,据比尸颈折发散，无手,未知,恐怖,混合形态或超自然生物,北,山经
藉,人的脑袋，头上生有三只角,海内北经,辽宁省;河北省;山东省,藉，这种人长着人的脑袋，头上生有三只角,藉人形头，三只角,未知,神秘,混合形态或超自然生物,北,海内经
骆者,老虎大小，五种颜色，尾巴比身子长,林氏国,河南省;陕西省,林氏国产有一种珍奇的兽，有老虎那么大，五种颜色俱备，尾巴比身子还长,骆者虎大小，五色，长尾,日行千里,神速,兽类,未知,海内经
王子夜的尸像,两只手、两条腿、胸和脑袋被斩断分裂,未知,河北省;辽宁省,王子夜的尸像，是两只手、两条腿、胸和脑袋都被斩断分裂开来,王子夜的尸像被斩断分裂,无,悲剧与死亡,混合形态或超自然生物,未知,未知
宵明和烛光,神女，灵光能照耀方圆百里,河水旁边的大泽中,河南省;山东省,宵明和烛光两个女儿，居住在河水旁边的大泽中，两位神女的灵光能照耀这里方圆百里的地方,宵明和烛光是神女，灵光照耀百里,灵光照耀,光明与希望,混合形态或超自然生物,中,未知
韩雁,不详,海中，都州南,广东省;海南省,韩雁在 海中 ， 都 州 南,韩雁生活在海中，位于都州南,不详,不详,鸟类,南,海内经
始鸠,不详,海中，辕厉南,海南省;台湾省,始鸠在 海中 ， 辕 厉 南,始鸠生活在海中，位于辕厉南,不详,不详,鸟类,南,海内经
大尾羊,尾大如驴尾，重十斤,月支国,中亚地区,月支国多好马、美果，有大尾羊如驴尾，即减羊也,月支国盛产好马和美味水果，有大尾羊，尾巴像驴尾,尾重十斤;割之供食，寻生如故,丰饶与再生,兽类,西北,海内经
白玉山,山体呈白色，似玉,赤水西,四川省;云南省,赤水西有白玉山，白玉山西有西王母,赤水西有白玉山，山以西是西王母的领地,无,神秘与仙境,混合形态或超自然生物,西,海内经
辕厉,未明确描述,未知,未知,辕厉即韩胁也;辕、韩声近，雁、属字相似,辕厉可能是韩雁的别称,未知,象征韩雁,混合形态或超自然生物,未知,未知
犁禹之尸,人面兽身,大荒之中,青海省,有神，人面兽身，名日犁禹之尸,有神，人面兽身，名为犁禹之尸,未知,神秘神灵,混合形态或超自然生物,东,大荒经
大人,巨大体型,波谷山,未知,有波谷山者，有大人之国,波谷山上有大人国,未知,巨人族,兽类,东,大荒经
靖人,小人,小人国,山东省,有小人国，名靖人,有小人国，名为靖人,未知,矮人族,兽类,东,大荒经
中容,未知,合虚山,河南省;陕西省,有中容之国。帝俊生中容,有中容国，帝俊生中容,食兽、木实;使四鸟,帝俊后裔,兽类,东,大荒经
司幽,未知,司幽之国,河北省;北京市;辽宁省,有司幽之国。帝俊生曼龙，曼龙生司幽,有司幽国，帝俊生曼龙，曼龙生司幽,未知,神秘部族,兽类,东,大荒经
白民,未知,白民之国,山东省,有白民之国。帝俊生帝鸿，帝鸿生白民，白民销姓，么食，使四鸟: 虎、豹、熊、黑,有白民之国。帝俊生帝鸿，帝鸿生白民，白民销姓，么食，使四鸟: 虎、豹、熊、黑,使四鸟: 虎、豹、熊、黑,未知,未知,西,未知
黑齿,未知,黑此之国,山东省,帝俊生黑齿，姜姓，乘食，使四鸟,帝俊生黑齿，姜姓，乘食，使四鸟,使四鸟,未知,未知,北,未知
摇民,未知,未知,青海省;山东省;山西省,"有易潜出, 为国于兽, 方食之, 名上日摇民","有易潜出, 为国于兽, 方食之, 名叫摇民",未知,未知,未知,未知,未知
女丑,有大狠,海内,山东省;江苏省;浙江省,海内有两人，名昌女丑局。女丑有大狠,海内有两人，名叫女丑。女丑有大狠,未知,未知,未知,未知,海内经
五采之鸟,羽毛五彩斑斓,大荒之中,山西省;青海省,有五采之鸟，相乡弃沙。惟帝俊下友。帝下两坛，采鸟是司。,五彩鸟在帝俊的祭坛上担任司仪。,司仪;象征吉祥,吉祥与祥瑞,鸟类,中,大荒经
应龙,无具体描述,南极,海南省,应龙处南极，杀蚩尤与夸父，不得复上，故下数旱。旱而为应龙之状，乃得大雨。,应龙在南极，杀蚩尤与夸父后无法返回天上，导致干旱。,控制雨水;杀敌,力量与雨水,混合形态或超自然生物,南,大荒经
夔,状如牛，苍身无角，一足,东海流波山,东海,其上有兽，状如牛，苍身而无角，一足，出入水则必风雨，其光如日月，其声如雷，其名曰夔。,夔兽形如牛，一足，出入水时带来风雨。,控制风雨;发出雷声,自然力量,兽类,东,海内经
少昊,以鸟名官，百官实皆鸟也,东海,江苏省;浙江省;福建省,少昊之国，以鸟名官，百官实皆鸟也,少昊的国家，用鸟来命名官职，百官都是鸟,以鸟名官;育养帝颛顼,鸟的象征,混合形态或超自然生物,东,海外经
皮母地丘,山名,东方,山东省,有山，名皮母地丘,有一座山，名叫皮母地丘,无,无,无,东,海外经
大言,山名,未知,山东省;江苏省,有山名日大言,有一座山名叫大言,无,无,未知,未知,未知
犁吏之尸,形似龙,未知,未知,需，龙也,形似龙的尸体,形似龙,象征龙的力量,混合形态或超自然生物,未知,未知
帝俊,未具体描述外貌,大荒东经,山东省,帝俊生中容,帝俊生中容,生中容;使四鸟,帝王象征,混合形态或超自然生物,东,大荒经
独子之国,衣冠带剑,海外东经,山东省,独子之国，其人衣冠带剑,独子国的人穿衣服带剑,役使虎鹏,好谦让,混合形态或超自然生物,东,海外经
折丹,神人,鞠陵于天山,新疆维吾尔自治区,名百折丹：郭瑛云：神人,折丹是神人,掌管风,风神,混合形态或超自然生物,东,大荒东经
仆牛,无具体外貌描述,大荒东经,山东省;江苏省;浙江省,仆牛，驯牛也,仆牛是驯养的牛,驯养,驯养与农耕,兽类,东,大荒经
有易,无具体外貌描述,大荒东经,山东省,有易杀王亥，取仆牛,有易杀王亥，夺取仆牛,战斗;化民,战争与转化,混合形态或超自然生物,东,大荒经
大蟹,巨大蟹类，三千里大,海内北经,山东省;河北省;辽宁省,女丑有大蟹……三千里也,大蟹巨大，三千里,巨大体型,巨大与神秘,鱼类与水生生物,北,海内经
扶木,高大树木，叶如芥菜,汤谷,山东省,汤谷上有扶木……柱三百里，其叶如芥,扶木高大，叶如芥菜,支撑天地,天地支柱,混合形态或超自然生物,东,海外经
五采鸟,五彩羽毛，形似凤凰,大荒西经,青海省;四川省,五有采鸟三名，一日皇鸟，一日弯鸟，一日凤岛,五彩鸟有三种，分别是皇鸟、弯鸟和凤岛,自歌;自舞,吉祥与美好,鸟类,西,大荒经
狂天苏门山,日月所出之山,大荒西经,青海省,狂天苏门山，为日月所出山之五也,狂天苏门山是日月升起的地方,无,日月起源之地,无,西,大荒经
二民之国,未知,大荒西经,青海省;四川省,有二民之国，郭瑞云：音如喧哗之喧,有二民之国，发音像喧哗,无,未知,无,西,大荒经
基山,未知,大荒西经,甘肃省;青海省,有基山，郭瑛云：音鼠,有基山，发音像鼠,无,未知,无,西,大荒经
柄山,未知,大荒西经,青海省;四川省;云南省,有柄山，郭瑞云：音如釜额之曙,有柄山，发音像釜额,无,未知,无,西,大荒经
歼明俊疾山,日月所出之山,大荒西经,青海省;四川省,有山名目歼明俊疾山，为日月所出,歼明俊疾山是日月升起的地方,无,日月起源之地,无,西,大荒经
石夷,人目石夷,西北隅,青海省,有石夷，处西北隅以司日月之长短,石夷位于西北角，管理日月的长短,司日月之长短,时间与秩序,混合形态或超自然生物,西北,山经
殴,如龙，一足，有角，人面,未知,青海省;云南省,如龙，一足，从允，象有角手人面之形,像龙，一只脚，有角，人面,见则其邑大旱,干旱之兆,混合形态或超自然生物,未知,未知
雷兽,人面龙身，鼓其腹,未知,山西省;青海省;山东省,雷兽即雷神也，人面龙身，鼓其腹者,雷兽是雷神，人面龙身，鼓腹,声闻五百里;威天下,雷神,混合形态或超自然生物,未知,海外东经
山绢,人面猴身，能言,未知,未知,人面猴身能言,人面猴身，能说话,能言,山怪,混合形态或超自然生物,未知,未知
甘山,山,甘水发源,甘肃省,甘水发源在这座山,甘水发源于此山,无,水源之地,未知,未知,未知
犁融尸,人脸，兽身,波谷山,山东省;河北省,有一个神，人的脸，兽的身子，名叫犁融尸。,神有人脸兽身，名为犁融尸。,未知,未知,混合形态或超自然生物,未知,大荒经
遇躲,人的脸，鸟的身子，耳朵上挂着两条黄蛇，足踩下着两条黄蛇,东海的海吕上,山东省;江苏省;浙江省,东海的 海 吕 上 ， 有 一 个 神 ， 人 的 脸 ， 乌 的 身子 ， 耳 条 上 挂 着 两 条 黄 蛇 ， 足踩下着 两 条 黄 蛇 ， 名 字 叫 做 遇 躲,遇躲是东海的神，人面鸟身，耳挂黄蛇,未知,未知,混合形态或超自然生物,东,大荒经
五彩鸟,五彩羽毛的鸟,婆沟,青海省;四川省;云南省,有一群五彩羽毛的鸟，正成双作对地在婆沟起舞,五彩鸟在婆沟成对起舞,管理祠坛,吉祥,鸟类,未知,山经
双双双,三青兽相并,南海之外，赤水之西，流沙之东,四川省;云南省,有三青兽相并，名目双双,三只青色兽相并，名为双双,未知,未知,兽类,南,大荒经
玄蛇,黑色蛇,黑水之南,四川省;云南省,黑水之南，有玄蛇，食座,黑水南边有黑色蛇，食座,未知,未知,爬行与蛇类,南,大荒经
三身之国,人三身,大荒之中,青海省;四川省,有人三身，帝俊麦娥皇，生此三身之国,有三身之人，帝俊与娥皇生三身之国,未知,未知,混合形态或超自然生物,中,大荒经
羽民之国,其民皆生毛羽,大荒之中,青海省;甘肃省,有羽民之国，其民皆生毛羽,羽民之国的居民全身长满羽毛,飞行,自由飞翔,混合形态或超自然生物,中,大荒经
卵民之国,其民皆生卵,大荒之中,青海省;甘肃省,有卵民之国，其民皆生卵,卵民之国的居民以卵为生,卵生繁殖,生命起源,混合形态或超自然生物,中,大荒经
不廷胡余,人面，理两青蛇，践两赤蛇,南海诸中,广东省;海南省;广西壮族自治区,有神，人面，理两青蛇，践两赤蛇，日不廷胡余,不廷胡余神人面，驾驭青蛇和赤蛇,驾驭蛇类,神力象征,混合形态或超自然生物,南,海内经
季厘之国,有人食兽,大荒之中,青海省,有人食兽，上昌季厘。帝俊生季厘，故目季厘之国,季厘之国的居民以兽为食,食兽,力量与野性,兽类,中,大荒经
贼人,有人方择号，射黄蛇,大荒之中,青海省;四川省;云南省,有人方择号，射黄蛇，名日贼人,贼人以射黄蛇为生,射箭,狩猎与生存,混合形态或超自然生物,中,大荒经
育蛇,赤蛇,宋山,河南省,有宋山者，有赤蛇，名目育蛇,宋山上有赤蛇，名为育蛇,未知,神秘与危险,爬行与蛇类,未知,山经
祖状之尸,方齿虎尾,殉涂之山,安徽省,有人方齿虎尾，名目祖状之尸,有一个人，方齿虎尾，名叫祖状之尸,未知,战争预警;凶险之兆,混合形态或超自然生物,南,大荒经
焦侥之国,小人,殉涂之山,云南省;贵州省;四川省,有小人，名目焦侥之国,有小人，名叫焦侥之国,未知,未知,混合形态或超自然生物,南,大荒经
张弘,鸟喉,海上,未知,有人名目张弘，在海上捕鱼,有一个人，名叫张弘，在海上捕鱼,捕鱼,捕鱼能手;海上生活,混合形态或超自然生物,未知,大荒经
允头,双头人面鸟喉,大荒之中,青海省;甘肃省,有人名目允头，双头人面鸟喉,有一个人，名叫允头，双头人面鸟喉,食海中鱼;杖翼而行,未知,混合形态或超自然生物,南,大荒经
义和,女子,甘水之间,甘肃省,有女子名上义和，方日浴于甘渊,有女子名叫义和，正在甘渊中沐浴,生十日,太阳之母,混合形态或超自然生物,东南,大荒经
三雅,赤马,盖犹之山,云南省;四川省,有赤马，名日三雅,有赤马，名叫三雅,未知,未知,兽类,东,大荒经
四菌人,小人,南类之山,云南省;贵州省;广西壮族自治区,有小人，名四菌人。,有一种小人，名叫四菌人。,无,未知,混合形态或超自然生物,南,山经
双双,一身二首，尾有肉雄,未知,未知,双双之鸟，一身二首;尾有肉雄，随便而偶;常不离散。,双双这种鸟，一身有两个头，尾巴有肉雄，随便配对，常不分离。,无,象征伴侣,鸟类,未知,未知
三青马,未知,未知,未知,三青马,三匹青色的马,无,未知,兽类,未知,大荒东经
三牙,未知,未知,青海省;山东省,三牙,三颗牙齿,无,未知,未知,未知,大荒东经
叔均,无具体外貌描述,九疑山,湖南省宁远县,叔均，商均也。玫巡狩，死于营梧而芋之，商均因留，死亦匡融。基在今九疑之中。,叔均是商均，死于营梧，葬于九疑山。,无特殊能力描述,舜的后裔,混合形态或超自然生物,南,海内经
文贝,紫贝，以紫为质，黑为文点,无具体地理位置,未知,即紫贝也。今之紫贝，以紫为质，黑为文点。,文贝即紫贝，紫色为底，黑色斑点。,无特殊能力描述,海洋珍宝,鱼类与水生生物,未知,未知
离俞,即离朱,狱山,台湾省,即离朱。离朱已见《海外南经》狱山。,离俞即离朱，见于狱山。,无特殊能力描述,神话中的神鸟,鸟类,南,海外南经
及久,即何网,狄山,山西省;河北省,即何网也。及久已见《海外南经》狄山。,及久即何网，见于狄山。,无特殊能力描述,神话中的生物,混合形态或超自然生物,南,海外南经
鹰、贾,贾亦应属，乌类,无具体地理位置,未知,贾亦应属。贾，乌。和皆乌类。,贾属于乌类。,无特殊能力描述,神话中的鸟类,鸟类,未知,未知
委维,即委蛇,南方苗民之地,贵州省;湖南省;云南省,即委蛇也。委维即《海内经》所记南方苗民之神延维。,委维即委蛇，南方苗民的神。,无特殊能力描述,苗民的神灵,混合形态或超自然生物,南,海内经
娥皇,女性形象,三身之国,湖南省;湖北省,"娥皇, 生此三身之国",娥皇，生在三身之国,生育能力,后裔所出,混合形态或超自然生物,未知,海内经
羽民,卵生，有羽毛,海外南经,广东省;广西壮族自治区;海南省,有羽民之国，其民蕴生卵,羽民国的人卵生,卵生,象征卵生民族,混合形态或超自然生物,南,海外经
卵民,卵生,大荒经,未知,有卵民之国，其民蕴生卵,卵民国的人卵生,卵生,象征卵生民族,混合形态或超自然生物,未知,大荒经
凿齿,人形，牙齿如凿,海外南经,广东省;广西壮族自治区;海南省,有人目凿齿，界杀之,有人名叫凿齿，被后羿射杀,无特殊能力描述,象征凶恶,混合形态或超自然生物,南,海外经
蛾,似鳖，含沙射人,虹山,内蒙古自治区,蛾，短狐也;似鳖，含沙射人，中之则病死,蛾是一种短狐，像鳖，含沙射人，被射中会病死,含沙射人;使人病死,象征灾祸,混合形态或超自然生物,未知,山经
蚩尤,无具体描述,枫木,河南省;山西省,蚩尤为黄帝所得，械而杀之，已摘弃其械，化,蚩尤被黄帝抓住，用刑具杀死，刑具被丢弃后化,无特殊能力描述,象征反抗,混合形态或超自然生物,未知,山经
栾木,不详,海内南经,广东省;广西壮族自治区;海南省,有木名日栾，实如建木实,有一种树叫栾，果实像建木的果实,果实为神药,神药,混合形态或超自然生物,南,海内经
伯服,不详,不详,未知,有国伯服。丫项生伯服,伯服国，丫项生伯服,不详,不详,混合形态或超自然生物,未知,未知
昆吾,不详,昆寿之山,青海省,昆吾，古王者号。昆寿之山是也,昆吾是古王者号，昆寿之山,不详,神性英雄,混合形态或超自然生物,未知,中次二经
双头人,双头，有翼,海上,山东省;江苏省;浙江省,捕鱼于海，鸟唆、有翼,在海上捕鱼，有翼,捕鱼,不详,混合形态或超自然生物,未知,未知
双头国,双头人形,海外南经,广东省;广西壮族自治区;海南省,此又云锤妻士敬、士敬子炎融生双头者，盖传闻不同而异辞也。,传说双头国由炎融所生。,双头;食海中鱼,双头象征,混合形态或超自然生物,南,海外经
朱木,赤枝，青华，玄实,大荒西经,青海省;四川省,有树，赤皮枝干，青叶，名上朱木。,朱木是一种赤枝青叶的树。,无,神秘之树,植物,西,大荒经
跌踢,左右都有脑袋的兽,赤水的西边，流沙的东边,四川省;云南省,有一种兽，左右都有脑袋，名字叫跌踢,一种双头兽，名为跌踢,双头,未知,兽类,南,海内经
大黑蛇,大黑蛇,黑水的南边,甘肃省,有一条大黑蛇，在那里吃驼鹿,大黑蛇吃驼鹿,吃驼鹿,贪婪,爬行与蛇类,南,山经
三身国人,人有三条身子,不庭山,云南省;四川省,有一种人有三条身子,人有三条身子,无,多身象征,混合形态或超自然生物,未知,山经
羽民国人,人民身上生有羽毛,大荒,青海省;甘肃省,有羽民国，人民的身上都生有羽毛,人民身上生有羽毛,无,飞翔象征,混合形态或超自然生物,未知,大荒经
卵民国人,人民从卵里生出,大荒,青海省,有卵民国，人民从卵里生出,人民从卵里生出,无,卵生象征,混合形态或超自然生物,未知,大荒经
季厘,人形，吃野兽,大荒南经,广东省;广西壮族自治区;云南省,有 人 在 吃 野 兽 ， 名 叫 季 厘 。 帝 俊生 了 季 厘 ， 所 以 名 叫 季 厘 国 。,有人吃野兽，名叫季厘。帝俊生了季厘，所以叫季厘国。,吃野兽,帝俊后裔,混合形态或超自然生物,南,大荒经
倍伐,人形,缉渊,河南省;青海省,少 昊 生 了 倍 伐 ， 倍 伐 被 贬 滴 到 下 界 来 ， 居 住 在 缉 渊 。,少昊生了倍伐，倍伐被贬到下界，住在缉渊。,无,被贬之神,混合形态或超自然生物,未知,大荒经
虹,水边害虫，体长三四寸,虹民国,云南省,虹 是 一 种 生长 在 水 边 的 害虫 ， 体 长 三 四 才 ， 能 够 仿 沙 射 人 ， 人 被 射 中 ， 就 会 生 郊 害 病死 去 。,虹是一种水边害虫，体长三四寸，能射沙伤人，中者病死。,射沙伤人,害虫,混合形态或超自然生物,未知,大荒经
育崇,红蛇,宋山,山东省;河南省,"有 座 宋 山 , 山上 产 有 一 种 红 蛇 ,名 叫 育 崇 。",宋山上有一种红蛇，名叫育崇。,无,红蛇,爬行与蛇类,未知,大荒经
枫木,树形,宋山,河南省;山东省,"有 一 种 树 生长 在 山上 , 和 名 叫 枯木。 槐 本 ， 原 是 被 杀 的 吓 尤 所 抛 奔 的 棱 格 ， 后 来 变化 成 了 枫 木 。",山上有一种树，名叫枯木，原是蚩尤的棱格，后变成枫木。,无,蚩尤遗物,混合形态或超自然生物,未知,大荒经
祖状尸,老虎的尾巴,大荒中,青海省;山西省,老虎的尾巴，名字叫祖状尸，大约也是一个神的尸象。,祖状尸是老虎尾巴的神尸。,无,神的象征,混合形态或超自然生物,中,大荒经
人熊,不详,岳山,山东省;陕西省;湖南省,那儿有花斑贝、离朱乌、和猫头鹰、老鹰、乌鸦、两头蛇、视肉、狗能、人熊、老虎、豹子等物,岳山上有熊等动物,不详,不详,兽类,未知,山经
三难,红马,盖犹山,山东省,有红马，名叫三难,盖犹山上有红马三难,不详,不详,兽类,未知,山经
苦人,小人,盖犹山,青海省,有小人，和名叫苦人,盖犹山上有小人苦人,不详,不详,混合形态或超自然生物,未知,山经
三雅马,青马,南类山,湖南省;江西省;广东省,那儿有黑色玉石、青马、三雅马、视肉、甘华树等物,南类山上有青马三雅马,不详,不详,兽类,南,山经
狂鸟,五采之鸟,西北海之外,青海省,有五采之鸟，有和冠，名日狂鸟,西北海之外有五采之鸟狂鸟,不详,不详,鸟类,西北,大荒经
昌叔均,人类形象,大荒之中,青海省;四川省;云南省,有 人 方 耕 ， 名 昌 叔 均,有人正在耕种，名叫昌叔均,耕作,农业之神,混合形态或超自然生物,中,大荒经
太子长琴,人类形象,要山,河南省;山西省,有 要 山 ， 其 上 有 人 ， 号 四 太子 长 琴,要山上有人，名叫太子长琴,作乐,音乐之神,混合形态或超自然生物,中,大荒经
凤鸟,五彩鸟,沃之野,河南省,"弯 凤 自 歌 , 凤 鸟 自 舞",凤鸟自歌自舞,歌舞,吉祥之鸟,鸟类,中,大荒经
巫彭,人类形象,灵山,四川省,巫 彭 、 巫 站 、 巫 真 、 巫 礼 、 巫 抵 、 巫 谢 、 巫 罗 十 巫,巫彭等十巫,医药,医药之神,混合形态或超自然生物,中,大荒经
鸣鸟,五采之鸟仰天,径州之山,甘肃省,有径州之山，五采之鸟仰天，名上日鸣鸟,径州山上有五彩鸟仰天鸣叫,鸣叫,吉祥之兆,鸟类,未知,山经
公效,人面鸟身，班两青蛇，践两赤蛇,西海障中,青海省,西海障中，有神人面鸟身，班两青蛇，践两赤蛇，名目公效,西海障中有神人面鸟身，脚踏两条赤蛇,操控蛇类,神力象征,混合形态或超自然生物,西,海内经
